Dens	Pres
1.37817	11.852
1.36733	11.6297
1.68339	18.1088
1.71583	18.8391
1.73489	19.1654
1.05565	5.23886
1.26825	9.59757
1.05154	5.155
1.10455	6.24182
1.71339	18.7248
1.70549	18.5614
1.70137	18.4773
1.08088	5.7568
1.70538	18.5593
1.76165	19.7136
1.56615	15.706
1.07981	5.73525
1.27079	9.64988
1.69145	18.2742
1.26913	9.61561
1.74345	19.3409
1.49597	14.2663
0.872694	1.49004
1.36177	11.5154
1.70353	18.521
1.69087	18.2616
1.26415	9.5134
1.675	17.9362
1.71153	18.6849
1.07681	5.67365
1.1955	8.10658
0.914781	2.3522
1.20029	8.20403
1.72232	18.9078
1.72623	18.9877
1.71429	18.7428
1.4895	14.1335
1.70776	18.6087
0.909633	2.24725
1.47148	13.764
0.907917	2.21124
0.913056	2.31712
1.71841	18.8263
1.53479	15.0624
1.7452	19.3766
1.35768	11.4316
1.07892	5.71699
1.719	18.8393
1.59821	16.3638
1.56362	15.6528
1.44267	13.173
1.32362	10.7319
1.26346	9.49875
1.25001	9.22284
1.26249	9.48062
1.72695	19.0013
1.51834	14.7244
1.73557	19.1781
1.26353	9.50064
1.74949	19.4641
1.67096	17.8538
1.06339	5.39871
1.51245	14.6044
1.42105	12.7299
1.26728	9.57718
1.45262	13.3771
0.894541	1.93776
1.09689	6.08451
1.23634	8.94227
1.37572	11.7999
1.2842	9.9253
1.24639	9.14949
1.69157	18.2756
1.07042	5.54216
1.13763	6.92068
1.27877	9.81342
0.904102	2.13336
1.24992	9.22156
1.05131	5.15049
1.53417	15.0485
1.51777	14.7124
1.50343	14.419
1.43458	13.0068
1.45752	13.4774
1.43944	13.1067
1.52333	14.8272
1.73849	19.239
1.48588	14.0591
1.44855	13.2934
1.71328	18.721
0.89983	2.04571
1.73621	19.1925
1.71436	18.7452
1.73483	19.1653
1.21821	8.57067
1.06126	5.35392
1.16588	7.49804
1.0836	5.81269
1.10073	6.16358
1.24329	9.08559
1.42982	12.9098
1.69526	18.3512
1.24691	9.15936
1.72174	18.8953
1.25212	9.26685
1.47421	13.8203
1.73953	19.2612
1.74644	19.4024
1.76024	19.6848
1.75174	19.5105
1.7444	19.3604
1.75339	19.5447
1.74875	19.4501
1.45356	13.3967
1.76215	19.7242
1.74145	19.3001
1.75713	19.621
1.76284	19.7377
1.75842	19.6473
1.75242	19.5242
1.74734	19.4202
1.75853	19.6498
1.73624	19.1929
1.75067	19.4886
1.21255	8.45518
1.74035	19.2782
1.44666	13.2553
1.73221	19.1107
1.0799	5.73705
1.76756	19.8358
1.76115	19.6761
1.73166	19.0992
1.08395	5.81961
1.76069	19.6938
1.75751	19.6282
1.7603	19.6859
1.69406	18.3279
1.73874	19.2439
0.911248	2.27986
1.74633	19.3995
1.75582	19.5943
1.75827	19.6446
1.74963	19.4675
1.75898	19.6591
1.75804	19.6396
1.76065	19.6932
1.76456	19.773
1.7477	19.4272
0.924785	2.5572
1.70743	18.6011
1.57489	15.8851
1.68977	18.2395
1.77192	19.9236
1.75426	19.563
1.70299	18.5111
1.2413	9.04479
1.58745	16.1424
1.06759	5.48473
1.20708	8.34406
1.19096	8.01415
1.76284	19.7375
1.07428	5.62173
1.77368	19.9599
1.76369	19.7551
1.7717	19.9199
1.25101	9.24551
1.66775	17.7888
0.927314	2.60941
1.75518	19.5811
1.09367	6.01853
1.38822	12.0581
1.74642	19.4013
1.52274	14.8159
1.27795	9.79623
1.05718	5.27203
1.75539	19.5853
1.76301	19.7411
1.24898	9.20269
1.76178	19.7157
1.75668	19.6117
1.56553	15.6933
1.09683	6.08433
1.72888	19.0424
1.59534	16.3045
1.75324	19.5417
1.19208	8.03632
1.72933	19.0512
1.3684	11.6515
1.69522	18.352
1.69525	18.3518
1.37472	11.7809
1.06424	5.4159
1.73841	19.2372
1.74134	19.2976
1.75829	19.6443
1.57562	15.9001
1.53593	15.0861
1.75011	19.4762
1.75092	19.4942
1.68535	18.1495
1.26764	9.58489
1.74473	19.3669
1.52888	14.9423
1.25689	9.36446
1.75363	19.5491
1.04508	5.02341
1.7595	19.669
1.55311	15.4381
1.29737	10.1953
1.54914	15.3572
1.7052	18.5557
1.37644	11.8163
0.915675	2.37062
1.7653	19.7883
1.70364	18.5244
1.54162	15.2033
1.06877	5.50841
1.30099	10.2681
1.71042	18.6635
1.2082	8.36711
1.27346	9.70509
1.70328	18.5166
1.54979	15.37
1.76056	19.6914
1.22928	8.7994
1.10716	6.29588
1.69784	18.349
1.69469	18.3407
1.46129	13.5548
1.36471	11.5757
1.37345	11.755
1.49483	14.2432
0.90633	2.17934
1.58007	15.9913
1.7314	19.0938
1.77334	19.9526
1.72374	18.9359
1.47848	13.9078
1.75311	19.5381
1.69114	18.2679
1.53336	15.0335
1.09571	6.06072
1.74873	19.4486
1.07296	5.59447
1.73758	19.2203
1.25088	9.24107
1.68926	18.2296
0.926856	2.59992
1.5298	14.9606
1.45512	13.4287
1.52054	14.7704
1.45799	13.4875
1.71973	18.8533
1.07042	5.54248
1.68728	18.1887
1.53886	15.1462
1.19194	8.03388
1.37586	11.8046
1.46957	13.7249
1.55235	15.4234
1.69206	18.2873
1.07333	5.60143
1.75359	19.5492
1.48003	13.9394
1.70782	18.6098
1.46838	13.7006
1.48128	13.9649
1.37133	11.7112
1.71022	18.6589
1.45349	13.3953
0.923486	2.53071
1.36052	11.4901
1.68888	18.2217
1.26872	9.60673
1.07756	5.68836
1.46807	13.6944
1.75508	19.5792
1.09159	5.97631
1.70817	18.6173
1.72056	18.8706
1.18292	7.84956
1.28677	9.97812
1.68236	18.0871
1.69036	18.2519
1.43903	13.0989
1.53727	15.1137
0.919818	2.45535
1.73273	19.1215
1.53144	14.9937
1.75002	19.4759
0.888671	1.81707
1.07002	5.53376
1.06771	5.48652
0.906848	2.19003
1.08353	5.81173
1.07264	5.58875
1.30023	10.253
1.72415	18.9454
1.45438	13.4131
1.46797	13.692
0.930509	2.67446
0.891472	1.87476
1.69854	18.4195
1.78365	20.1653
1.71001	18.6549
1.48805	14.104
1.36114	11.4998
1.7483	19.4406
1.25807	9.3887
1.69278	18.3009
1.24581	9.13794
1.06977	5.52949
1.76083	19.696
1.43469	13.0097
1.70125	18.4745
1.751	19.4998
1.68431	18.1277
1.60699	16.5432
1.38528	11.9968
1.74107	19.2928
1.51381	14.6325
1.74518	19.3764
1.08166	5.77222
1.25006	9.22497
1.23649	8.94666
1.47302	13.7952
1.7355	19.1765
1.44846	13.2923
1.31615	10.5798
1.08509	5.84287
1.69189	18.2827
1.75164	19.508
1.76782	19.8396
1.75463	19.5698
1.74618	19.3968
1.73793	19.2278
1.73675	19.2031
1.74777	19.4294
1.73648	19.1974
1.71941	18.8474
1.75061	19.4871
1.76353	19.7514
1.7636	19.753
1.75301	19.5361
1.75285	19.5327
1.7447	19.3662
1.66329	17.6972
1.76439	19.7697
1.75183	19.5127
1.74216	19.3146
1.72951	19.055
1.06509	5.43333
0.886123	1.76498
1.21049	8.41401
0.881308	1.66724
0.877755	1.59468
1.7779	20.0461
1.37296	11.7446
1.76456	19.7727
1.76328	19.7465
1.59321	16.2609
1.40359	12.3734
1.66731	17.7797
1.70963	18.6476
1.44322	13.1845
1.07652	5.66727
1.37461	11.7786
1.58013	15.9927
1.74994	19.4737
1.58028	15.9954
1.75321	19.5402
1.22393	8.68901
0.881312	1.66663
1.56084	15.5969
1.58506	16.0937
1.29474	10.1422
1.62919	16.9982
1.57788	15.9462
1.58168	16.0246
1.58019	15.9943
1.58215	16.0343
1.53195	15.0048
1.58533	16.0994
1.75688	19.6159
1.59071	16.2093
1.59129	16.2209
1.59965	16.3924
1.77513	19.9894
1.59383	16.2733
1.42187	12.748
1.60104	16.4214
1.06759	5.48503
1.01803	4.46909
1.22283	8.66737
1.59128	16.2216
1.5793	15.9756
1.58719	16.1373
1.59025	16.2001
1.58278	16.0468
1.33424	10.9511
1.59001	16.1945
1.59285	16.2529
1.6036	16.4734
0.868494	1.40412
1.59392	16.2754
1.40475	12.3972
1.53728	15.1138
1.34842	11.2425
1.53972	15.1642
1.58871	16.1688
1.5438	15.2483
1.20529	8.30745
0.90503	2.1529
1.19575	8.11168
1.57864	15.9615
1.04681	5.05963
1.54637	15.2998
1.585	16.0923
1.5863	16.1191
1.60619	16.527
1.16186	7.4175
0.846104	0.945143
1.58791	16.1522
1.53326	15.0318
1.58331	16.0582
1.0698	5.52973
1.20229	8.24511
1.06304	5.39138
1.3544	11.3645
0.918591	2.43069
1.70056	18.4602
1.14369	7.04587
1.58893	16.1727
1.17765	7.74091
1.75238	19.5235
1.07282	5.59215
1.24773	9.17801
1.06135	5.35669
1.56593	15.7014
1.37962	11.8816
1.07158	5.56614
1.20476	8.29652
1.70701	18.5932
1.06023	5.33312
1.05099	5.14635
1.26718	9.57621
1.70463	18.5439
1.53534	15.0733
1.33523	10.9716
1.21953	8.59937
1.09845	6.11694
1.08328	5.80603
1.54608	15.2943
1.58739	16.1417
1.35366	11.3494
1.21599	8.52656
1.07466	5.6288
0.924549	2.55268
1.53949	15.1589
1.35708	11.4194
1.46973	13.7282
1.06035	5.33774
1.53943	15.1576
1.58578	16.1083
1.53979	15.1652
0.926923	2.60114
1.26526	9.53577
1.5611	15.6022
1.08817	5.90679
0.916659	2.39109
1.20056	8.21009
1.52201	14.8006
0.910215	2.25926
1.08246	5.78868
1.062	5.37038
1.53959	15.161
1.25786	9.38491
0.882591	1.69296
1.15721	7.32171
1.58835	16.161
1.01436	4.39383
1.70823	18.6179
1.37759	11.8401
1.35152	11.3055
1.222	8.64953
1.24235	9.06608
1.06638	5.45977
0.93694	2.8069
0.900275	2.05571
0.895759	1.96296
0.88259	1.69402
1.42002	12.7102
1.36436	11.5685
1.36372	11.5557
0.920523	2.47027
1.09823	6.11232
1.25634	9.35314
1.20461	8.29321
0.914282	2.34171
0.909463	2.24316
0.90994	2.25295
0.927234	2.6077
0.898615	2.02133
1.07321	5.5999
0.896568	1.97949
1.14701	7.11331
0.854199	1.11117
1.70951	18.6441
1.75167	19.5088
1.4299	12.9114
0.929033	2.64428
1.7033	18.5169
0.90928	2.23931
1.09195	5.98279
0.916476	2.3872
0.90843	2.22205
0.897327	1.99488
0.916767	2.39337
0.913661	2.32932
0.914462	2.34636
0.91899	2.43888
1.07191	5.5738
0.957707	3.23215
1.08328	5.80615
1.066	5.45194
1.24001	9.01841
1.27117	9.65766
1.3933	12.1609
1.06838	5.4999
0.916553	2.38874
0.906205	2.17671
0.913482	2.32585
0.897074	1.98968
0.90931	2.24035
0.914859	2.35429
0.877728	1.59275
0.92126	2.48517
0.903142	2.11367
0.89089	1.86244
1.7066	18.5838
0.878151	1.60146
1.46308	13.5919
1.07381	5.61153
1.46088	13.5469
1.70572	18.5671
1.26307	9.49099
0.889091	1.8263
1.0997	6.14241
0.885319	1.74879
1.08032	5.7457
0.912883	2.31348
0.884281	1.72691
1.08479	5.83701
1.4979	14.3063
1.41188	12.5417
1.23372	8.88933
